comment,Sentiment Score
"Before election: All news media showing Modiji photos and campaigns in Karnataka 
After results: Showing photos of other leaders of BJP who no one recognises ","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Karnataka  wants development not religion..bcz kannadigas know how to protect their religion,"{'neg': 0.0, 'neu': 0.776, 'pos': 0.224, 'compound': 0.3818}"
"The story is more or less same everywhere about the ""so called"" educated corporate n IT class..they are highest degree of educated irrationals and communals trapped in their shell.
The biggest things concerning them are IPL,  Babaji-Mataji n theirs vibration- energy theories, money, hoteling ,so called motivational speakers n books etc etc .","{'neg': 0.146, 'neu': 0.798, 'pos': 0.056, 'compound': -0.5267}"
I have shared my view as karnataka voter but my comment is not getting posted here even though I haven't used any offensive language.,"{'neg': 0.0, 'neu': 0.693, 'pos': 0.307, 'compound': 0.5967}"
"Dhruv Rathi bd u r absolutely minblowing speaker... Bs sunte raho.. Mja aata h
Tq uu for introducing entertainment elements in knowledge","{'neg': 0.0, 'neu': 0.865, 'pos': 0.135, 'compound': 0.4215}"
"We Love Karnataka people with their decision to be with Congress.  No Hate, No Religion polarization, No Hindi imposing, No CBI, Judicial & Income tax revenge, No Adani promotion.","{'neg': 0.331, 'neu': 0.506, 'pos': 0.163, 'compound': -0.5106}"
Karnataka and Delhi people are truly educated 🇮🇳🇮🇳,"{'neg': 0.0, 'neu': 0.633, 'pos': 0.367, 'compound': 0.4404}"
"Thank you Karnataka..! ..!
Aaj party to banti hai.. Democracy ROCKS..!","{'neg': 0.0, 'neu': 0.622, 'pos': 0.378, 'compound': 0.7249}"
"Not just hindutva, we shouldn't encourage extremism in any religion or form. 
We as nation should develop in terms of education, health, infrastructure, employment, security, finance/commerce.","{'neg': 0.149, 'neu': 0.718, 'pos': 0.133, 'compound': -0.0777}"
Sir you join politics.  We want a honest politician like you,"{'neg': 0.0, 'neu': 0.244, 'pos': 0.756, 'compound': 0.8074}"
Karnataka people are very smart. They know the difference between state and center. They have given votes to congress in state because of state leaders but the same people will vote for Modi when it comes to the center. Congress needs to work hard to win the Loksabha election.,"{'neg': 0.047, 'neu': 0.736, 'pos': 0.217, 'compound': 0.7269}"
Ur observations about party is too good,"{'neg': 0.0, 'neu': 0.263, 'pos': 0.737, 'compound': 0.6808}"
404 Error: Hate Not Found in South 🇮🇳,"{'neg': 0.615, 'neu': 0.385, 'pos': 0.0, 'compound': -0.7506}"
"key takeaway is caste politics over religion politics. And yes development may wait winning should b e priority
.","{'neg': 0.0, 'neu': 0.621, 'pos': 0.379, 'compound': 0.7269}"
2024 elections should be held through ballot papers. All secular parties together EVM machine should be banned,"{'neg': 0.204, 'neu': 0.612, 'pos': 0.184, 'compound': -0.0772}"
"Sprines of all the states aren't for sell,
Our Poschim Bangla proved it now Karnataka proved it..

But the question is about freebies","{'neg': 0.0, 'neu': 0.797, 'pos': 0.203, 'compound': 0.4215}"
"The reason why Karnataka won is because of those freebies (revdies). 3k rupees per month for the unemployment youth, free electricity, free travel for women, free 10 kg food grains for the poors and what not. They did not vote congress, they voted for the freebies.","{'neg': 0.078, 'neu': 0.508, 'pos': 0.414, 'compound': 0.9118}"
Thanks for praising our local MLA kaneez Fatima bro....,"{'neg': 0.0, 'neu': 0.484, 'pos': 0.516, 'compound': 0.7506}"
"Many thousands of voters where for a rude shock in bangalore due to last minute deletion of their name from voters list, my whole family was deleted from the voter list and ours is an educated family with my husband being a gazetted officer and my sons are professionals , and this has happened with many of our acquaintances and we had been continously checking the: voters list . This strategy also should be kept in check.","{'neg': 0.141, 'neu': 0.859, 'pos': 0.0, 'compound': -0.6808}"
137 Historic Win What A Work And Support Done By PEOPLES,"{'neg': 0.0, 'neu': 0.435, 'pos': 0.565, 'compound': 0.7579}"
Shows the limits of negative integration in a democracy- hold on to it tight.,"{'neg': 0.381, 'neu': 0.619, 'pos': 0.0, 'compound': -0.5719}"
AAP jaisi soch har ek insan ki hoti tho hum hindustani kabhi picche na hote,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Proud to Karnataka people ,"{'neg': 0.0, 'neu': 0.392, 'pos': 0.608, 'compound': 0.4767}"
if BJP wins because of modi loses because of modi the influence and hate is unreal !!!,"{'neg': 0.441, 'neu': 0.321, 'pos': 0.238, 'compound': -0.4898}"
Congress should use this opportunity to set an example like how AAP did it in Delhi and using it in other state.,"{'neg': 0.0, 'neu': 0.602, 'pos': 0.398, 'compound': 0.6486}"
"GJ is their centre.
In MP they won via breaking Scindia from INC.
IN MH they won via breaking shinde from SS.
CG , RAJ , KAR , HP , JH ruled by INC ","{'neg': 0.0, 'neu': 0.857, 'pos': 0.143, 'compound': 0.4588}"
That's why Kannada people are very smart Thankyou Karnataka,"{'neg': 0.0, 'neu': 0.649, 'pos': 0.351, 'compound': 0.4019}"
Money played very well in this election ,"{'neg': 0.0, 'neu': 0.308, 'pos': 0.692, 'compound': 0.5423}"
Beautifully explained.,"{'neg': 0.0, 'neu': 0.213, 'pos': 0.787, 'compound': 0.5719}"
Thanks for voting against hatred parties,"{'neg': 0.389, 'neu': 0.093, 'pos': 0.519, 'compound': 0.1027}"
"It made me emotional after hearing those names who tried to Snatch our education from us because of our hijab and mainly focusing on only things like halal food n all, after hearing their lose it feels really good, now we can live peacefully without being scared of being accused for the things we didn't do, at least in some states.","{'neg': 0.068, 'neu': 0.551, 'pos': 0.382, 'compound': 0.8898}"
South Indian really understand politics and party principal... I wish nagas too understand that,"{'neg': 0.0, 'neu': 0.614, 'pos': 0.386, 'compound': 0.6872}"
"Awesome planning by Congress 
Flawless Victory ️","{'neg': 0.0, 'neu': 0.288, 'pos': 0.712, 'compound': 0.8126}"
Rahul Gandhi sir watched this video,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
ಜೈ ಕರ್ನಾಟಕ ಜೈ ಕನ್ನಡಿಗ ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Please mention what was the winning slogan !!!!,"{'neg': 0.0, 'neu': 0.226, 'pos': 0.774, 'compound': 0.7825}"
"Once again South Indian proved that they are inclusive, tolerant and intelligent ","{'neg': 0.0, 'neu': 0.44, 'pos': 0.56, 'compound': 0.6249}"
As a Tamilian I salute the kannadiga people. They have showed the whole country that they are not hate mongerers.,"{'neg': 0.316, 'neu': 0.684, 'pos': 0.0, 'compound': -0.5719}"
"Sir, explained properly in depth. The slogans are unaccepted by the common people . where Rs. 20 th.crores gone , inflation, unemployment are the main points . Hindi speaking leaders are unacceptable to the rural people for many reasons . mandir, maszid,owasi ,hidutwa etc.are unimportant to the common people . Bangalore voters a bulk are outsiders .","{'neg': 0.199, 'neu': 0.801, 'pos': 0.0, 'compound': -0.802}"
"If you have 3 pillars, knowledge, experience, enthusiasm or zeal , then you can move the mountains.","{'neg': 0.0, 'neu': 0.674, 'pos': 0.326, 'compound': 0.4404}"
Karnataka didn't rejected modi but it rejected non compititive candidates who just talked and did nothing so people decide to bring them down nothing to worry when in comes to center its always modi,"{'neg': 0.0, 'neu': 0.672, 'pos': 0.328, 'compound': 0.7789}"
"We are really tired of these devisive hindutva politics

On other issue I would like to say that Modi is favouring adani and Ambani at expense of poor and middle class","{'neg': 0.261, 'neu': 0.54, 'pos': 0.199, 'compound': -0.3597}"
 thank you for the analysis. Those who have food on the plate and money in the bank a flourishing business and a well paying job  take a stand on religion and politics,"{'neg': 0.0, 'neu': 0.739, 'pos': 0.261, 'compound': 0.5574}"
Thanks Akashji .. Great coverage ..,"{'neg': 0.0, 'neu': 0.364, 'pos': 0.636, 'compound': 0.7906}"
"Nice, congratulations our kannadiga brothers and sisters,","{'neg': 0.0, 'neu': 0.309, 'pos': 0.691, 'compound': 0.7717}"
Congrats Congress ,"{'neg': 0.0, 'neu': 0.227, 'pos': 0.773, 'compound': 0.5267}"
Akash is smiling after a long time in thumbnail . Finally his party has won,"{'neg': 0.0, 'neu': 0.467, 'pos': 0.533, 'compound': 0.6908}"
Let the nation know that Karnataka has kicked out hate and insecularity!! We don’t have orange flag or green flag we have red and yellow flag,"{'neg': 0.248, 'neu': 0.752, 'pos': 0.0, 'compound': -0.6467}"
"Narendra Modi and BJP had said in Karnataka Elections, Bajrang Bali will teach a lesson to those who insulted him. They were right ","{'neg': 0.231, 'neu': 0.769, 'pos': 0.0, 'compound': -0.5106}"
To be honest we didn't rejected MODI. We rejected corrupted Karnataka ministers. If this happens in Congress then we'll reject them too. ,"{'neg': 0.139, 'neu': 0.412, 'pos': 0.449, 'compound': 0.7188}"
Hope Congress doesn't become over confident or starts to relax after the victory thinking 2024 would be a cake walk.,"{'neg': 0.143, 'neu': 0.543, 'pos': 0.315, 'compound': 0.4891}"
As a south indian i would say that most number of people join isis from south and most dangerous religious problem is in south india and south people will realise that soon. And one thing rss is very strong in most of the south states,"{'neg': 0.184, 'neu': 0.601, 'pos': 0.215, 'compound': 0.0}"
Karnataka election results: BJP’s vote share hasn’t decreased even by 1 per cent. Congress gains at the expense of JDS’ loss,"{'neg': 0.122, 'neu': 0.635, 'pos': 0.243, 'compound': 0.3182}"
the defeat in Karnataka elections is the defeat at the battle of stalingrad.,"{'neg': 0.741, 'neu': 0.259, 'pos': 0.0, 'compound': -0.8225}"
"I am proud of my state today...!! I grew up saying hindu-muslim doesn't exist in my state and in last few years i was seeing hijab ban, halal ban, etc happening in my state. I was so baffled, what is happening to my state. But people of karnataka showed they don't buy hindu-muslim, and the state i remember is true.","{'neg': 0.187, 'neu': 0.672, 'pos': 0.142, 'compound': -0.4374}"
Today we as people of karnataka have shown what's democracy and have rejected a hateful virus which is BJP,"{'neg': 0.448, 'neu': 0.552, 'pos': 0.0, 'compound': -0.7579}"
Chacha hope with this honesty you represent the truth in future,"{'neg': 0.0, 'neu': 0.263, 'pos': 0.737, 'compound': 0.8126}"
"We are not against Modi, we were fed-up with local leaders.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
This result has given some hope in Indian democracy. It proved that Hindutva is not invincible. That evil can be erased. They did maximum damage to India and normal Hindus. Now it's a shame to say that one is Hindu. But Kannadigas showed their sense of sanity  and restored some dignity.,"{'neg': 0.262, 'neu': 0.465, 'pos': 0.274, 'compound': -0.128}"
We need BJP government love from northeast ,"{'neg': 0.0, 'neu': 0.488, 'pos': 0.512, 'compound': 0.6369}"
"Akash, Thank you brother for upholding the Democracy 

Yes this is the people scripted real "" Karnataka story "" unlike fabricated n racist so called Kerala story ","{'neg': 0.159, 'neu': 0.635, 'pos': 0.206, 'compound': 0.0516}"
"Gentle advise to Karnataka new govt is to build as much as new schools possible and also brighten your current education system to extreme good quality by investing more. So that BJP will never come to power again and reign dividing based on religion and cast!

Hats off from Kerala.","{'neg': 0.0, 'neu': 0.75, 'pos': 0.25, 'compound': 0.8398}"
He neglected the alarm bell rung by the 40% dispensation.,"{'neg': 0.592, 'neu': 0.408, 'pos': 0.0, 'compound': -0.7003}"
"Rahul Gandhi just proved that votes can be won with propagating peace, a peace March, unifying people instead of dividing the country, even Kerala story did not work in karnataka.","{'neg': 0.0, 'neu': 0.696, 'pos': 0.304, 'compound': 0.7906}"
"This episode is iceing on Congress winning the Karnataka Assembly Polls.
Nice, dil bagh bagh ho gaya.....","{'neg': 0.0, 'neu': 0.659, 'pos': 0.341, 'compound': 0.7351}"
"The only reason I see the win is offer of free bee's. BPL card holders got carried away by this. What will be the impact of this is still not known. Congress main leaders were also seen in the streets of Karnataka through out the election campaign with all public stunts like putting Dosa,  bike ride with delivery person bus journey with ladies. "" Free bee's was the main catch"".","{'neg': 0.0, 'neu': 0.756, 'pos': 0.244, 'compound': 0.9169}"
"As a person from Karnataka, I would like to tell other friends that this is not the most intelligent mandate from people that is possible. Party jumpers, corrupt politicians, those who have distributed money have won from many rural areas, across all parties. The urban crowd, however, has mercilessly rejected incompetent and corrupt MLAs across the parties and this has hit BJP most. This is comparatively very mature mandidate overall, but still a lot of scope for improvement exists in rural areas. Rural crowd is still innocent and easy to manipulate.","{'neg': 0.089, 'neu': 0.526, 'pos': 0.385, 'compound': 0.9607}"
"Half of irrigation funds total funds to gujurat,,,,,people r observing everything,,,south indians well educated they understand politics and religion are 2 different aspects in hinduism, we don't mix them together,,, we have deep understanding of religion than north indians. Development is important for us, uneducated politicians cannot rule us..","{'neg': 0.0, 'neu': 0.894, 'pos': 0.106, 'compound': 0.4404}"
"Fact: Delhi ,Punjab , Himachal and Karnataka people are truly educated","{'neg': 0.0, 'neu': 0.707, 'pos': 0.293, 'compound': 0.4404}"
Hey u r pretty good...but ur team knowledge on Karnataka and it's politics is too minimal... i understand it's hard to research...but give it a try... it's fun...,"{'neg': 0.047, 'neu': 0.638, 'pos': 0.315, 'compound': 0.8402}"
"BJP has made election such a big fight that 1 loss has made people speak volume about Congress

BJP has made election a fight of pride and everything
They just want power ","{'neg': 0.298, 'neu': 0.556, 'pos': 0.147, 'compound': -0.5859}"
The guy is not able to hold his emotions... keep it together man!,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
"Great episode! you in general seem to value data very highly. Indeed Data > Opinion. But also data is no holy grail as you point, it’s as easiest for data to lie. What’s important as per me is seeing all patterns in the data, possibly ones we don’t want to encounter","{'neg': 0.0, 'neu': 0.634, 'pos': 0.366, 'compound': 0.8932}"
"I'm from Bangalore .Congress never spread any propaganda like bjp. Their election campaign was all about development of infrastructure, government schools and health","{'neg': 0.125, 'neu': 0.772, 'pos': 0.103, 'compound': -0.0951}"
"It is democracy's win. Congress has lot of work to do to keep up people's trust! 
Lastly, Happy to hear a hindi speaker saying Karnataka instead of Karnatak","{'neg': 0.0, 'neu': 0.591, 'pos': 0.409, 'compound': 0.902}"
I can see the joy in your face ... When you explaining the topic... Hmmm hmmm.... Deskbakht ji,"{'neg': 0.0, 'neu': 0.743, 'pos': 0.257, 'compound': 0.5859}"
"Finally, the DeshBhakt emerges like a mushroom in rains, after a few years of drought. ","{'neg': 0.0, 'neu': 0.737, 'pos': 0.263, 'compound': 0.3612}"
Bro 1 correction. BJP is 66 Congress is 135 and JDS is 19,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
"The main point is people in southern states (‘NOT’ that ones that migrated from other states due to IT boom) are much cultured, aware, balanced and educated. Hence game changer.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
This is an excellent  analysis.,"{'neg': 0.0, 'neu': 0.213, 'pos': 0.787, 'compound': 0.5719}"
the political parties really need to watch these channels for better and more correct informations ,"{'neg': 0.0, 'neu': 0.556, 'pos': 0.444, 'compound': 0.6808}"
"Well a lot of people are saying that BJP lost in Karnataka, because of the UCC and as Karnataka has high number of Muslim, Christian & ST/SC voters, they didn't like it and so voted against it (as apparently majority of South States don't have real Hindus, as most have been converted, and only using Hindu names for government benefits).","{'neg': 0.121, 'neu': 0.714, 'pos': 0.165, 'compound': 0.1506}"
I missed BB's reaction on this occasion. ,"{'neg': 0.355, 'neu': 0.645, 'pos': 0.0, 'compound': -0.296}"
"no political party wins 20 seats by just 13 pc vote share, as there is no perfect distribution of vote share. How did JDS  win 20 seats with so vote share , that too by fighting all the seats. Had their support been concentrated in few areas then they would not have contested in all the seats.","{'neg': 0.057, 'neu': 0.412, 'pos': 0.531, 'compound': 0.9623}"
"Finally, one party dominance is on the way to the end... Hope Congress keeps on fighting  for our nation. Jai Hind","{'neg': 0.126, 'neu': 0.503, 'pos': 0.372, 'compound': 0.5994}"
"Akash, i don't know what people in Karnataka urban areas sees in Modi? They were supposed to be educated ones  and the rarional ones, to be atleast moderate ones and even be secular. Unfortunately it was not and it shows even if u get high class education, it doesn't change pre- established mindset of certain people.","{'neg': 0.068, 'neu': 0.873, 'pos': 0.059, 'compound': -0.0772}"
"Bangalore vote share increased as there are lot of Hindi speakers who are predominantly inclined to vote for BJP, And upper middle class, upper caste","{'neg': 0.0, 'neu': 0.765, 'pos': 0.235, 'compound': 0.5106}"
"Generally I am convinced that the Congress is a much more corrupt and non development oriented party compared to the BJP.  The BJP is generally far ahead in development agenda.  So, hope after the win, Congress has genuine development ideas and the intelligent people of Karnataka have not voted only for the freebies.  Lets hope the Congress can achieve what they havent acheieved anywhere...i.e development","{'neg': 0.0, 'neu': 0.598, 'pos': 0.402, 'compound': 0.9628}"
Despite  being a bit right winged. I feel this loss is good for Indian democracy. Far too right ideologies is not got for us. So much needed balancing.  Also this also highlights that our election procedures are really strong. Despite being a currently ruled by BJP no malpractice  which is evident by win by congress. Congrats to the winning party.,"{'neg': 0.046, 'neu': 0.559, 'pos': 0.395, 'compound': 0.9552}"
This can be a strategy to turm the EVM to their own profit in 2024,"{'neg': 0.0, 'neu': 0.58, 'pos': 0.42, 'compound': 0.4404}"
South is getting better in making movies and government. Congratulations ,"{'neg': 0.0, 'neu': 0.424, 'pos': 0.576, 'compound': 0.7783}"
This is the victory of DK Shivkumar ️,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
I have never seen a man who is educated and supports BJP,"{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.3612}"
Mixed Economy and it's features ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Just see the difference in voice of akash when UP results came in and when Karnataka results came in,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Actually kerala story is a blockbuster in Karnataka and people are getting aware of the traps but in elections bjp state leaders made huge corruption and congress announced unimaginable freebies which made them to vote for congress. And i bet Karnataka people solidly vote for bjp in lok sabha elections mr admin save my comment or pin me. Out of 28 seats modi will win atleast 20+ seats.,"{'neg': 0.0, 'neu': 0.709, 'pos': 0.291, 'compound': 0.9432}"
I live in Karnataka ( Dakshin Kannada District). I am not from Karnataka just posted here. I saw rallies of BJP and even AAP in my village where I am posted but not Congress. This points to me that more then choosing the Congress people of Karnataka have rejected BJP.,"{'neg': 0.136, 'neu': 0.864, 'pos': 0.0, 'compound': -0.5106}"
That's why karnataka is the best state in india we all should learn from it.,"{'neg': 0.0, 'neu': 0.543, 'pos': 0.457, 'compound': 0.6369}"
Thanks Karnataka muhobbat ki jeet karne ke liye ️️,"{'neg': 0.0, 'neu': 0.734, 'pos': 0.266, 'compound': 0.4404}"
"Not only karnataka, every state must reject bjp","{'neg': 0.351, 'neu': 0.649, 'pos': 0.0, 'compound': -0.4019}"
In Democracy is very important to have a strong opposition as it will create a balance as ultimate power should not be given to anyone party kudos to winner,"{'neg': 0.0, 'neu': 0.292, 'pos': 0.708, 'compound': 0.9432}"
Long live democracy.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Karnataka people  are real Indians …..they start reacting with vote ….some of the part are still in blind ,"{'neg': 0.197, 'neu': 0.803, 'pos': 0.0, 'compound': -0.4019}"
This news made my day yesterday  I am so happy that hate lost,"{'neg': 0.438, 'neu': 0.292, 'pos': 0.27, 'compound': -0.3182}"
"Shah said "" look at the kerala for right decision"". That is exactly what they did","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
"From West Bengal , tell us about the primary teachers matter in detail,","{'neg': 0.0, 'neu': 0.864, 'pos': 0.136, 'compound': 0.0258}"
"BJP claim that all the citizens against BJP are anti-nationals(sometimes claim as terrorist too). Congress has won, shown the unity, and shown BJP bhakts that only their hindutva strategy wont work among educated people.","{'neg': 0.19, 'neu': 0.81, 'pos': 0.0, 'compound': -0.6908}"
Recently visited gangnapur to pay a visit to datta mandir near karnataka border and the amount of uncleanliness and garbage made me think of some african slums. I dont care whos government is voted in but my god they need to focus on other area in Karnataka apart from Bangalore,"{'neg': 0.125, 'neu': 0.809, 'pos': 0.065, 'compound': -0.233}"
"I am from madhya pradesh, and in upcoming election congress is comes in power here","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Most happiest person right now is Akash Banerjee ,"{'neg': 0.0, 'neu': 0.488, 'pos': 0.512, 'compound': 0.6369}"
Well said .,"{'neg': 0.0, 'neu': 0.323, 'pos': 0.677, 'compound': 0.2732}"
Its simple bro...to prove that . If Congress comes to power what will the situation of common voter's,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
I was eagerly waiting for video.. Thank you akash,"{'neg': 0.0, 'neu': 0.44, 'pos': 0.56, 'compound': 0.6249}"
"We South Indians are educated and we don't believe in what's app forward,    warna whatsApp par fake videos kuch ziyada hi bardgai the","{'neg': 0.162, 'neu': 0.838, 'pos': 0.0, 'compound': -0.4767}"
"Superb, comprehensive analysis, Aakash and team. One point about ideology you brought in at the end needs more highlighting. Rahul is clear that frontal attack on BJP and RSS ideology is needed without any fear of being branded anti Hindu. Is the Congress ready for it?","{'neg': 0.08, 'neu': 0.514, 'pos': 0.406, 'compound': 0.8931}"
"The outgoing govt is largely  to be blamed,Bommai in particular.Congress like AAP promise a lot but people do not understand that they will be charged high taxes and other means to have the money.","{'neg': 0.205, 'neu': 0.502, 'pos': 0.293, 'compound': 0.2732}"
Karnataka did not reject 'Modi'. Modi was not standing for elections from here. Karnataka rejected the BJP state candidates & unfortunately the default option was Congress.,"{'neg': 0.412, 'neu': 0.588, 'pos': 0.0, 'compound': -0.8126}"
Congress jati vaad aur free bees ke vajah se jeeti hai na ki development ke vajah se ,"{'neg': 0.0, 'neu': 0.829, 'pos': 0.171, 'compound': 0.5106}"
In rural areas congress given 1k to every family to vote for them one night before elections...,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
The Deshabhakta video In 2024 :- Why Maharashtra rejects Gaddar & BJP.,"{'neg': 0.348, 'neu': 0.652, 'pos': 0.0, 'compound': -0.4939}"
"I am from Karnataka, BJP were crossing their democratic limits here, they first started to target innocent Muslims and later other minorities. It felt like they were taking our freedom and rights.

I agree congress is also a corrupted party but in the end it all matters is who can provide the peace in Karnataka, No doubt congress and Aam admi are one of those who can fulfill this.","{'neg': 0.052, 'neu': 0.497, 'pos': 0.451, 'compound': 0.9538}"
INDIA IS A SECULAR NATION. ITS A BIG WIN FOR DEMOCRACY. CONGRATULATIONS KARNATAKA ,"{'neg': 0.0, 'neu': 0.438, 'pos': 0.562, 'compound': 0.8271}"
Not being cynical but I really hope that NCP can form the next government. It’s good for democracy and people of India.,"{'neg': 0.156, 'neu': 0.479, 'pos': 0.365, 'compound': 0.5413}"
One thing i have to say is that the antinationals in south like to be a separate country and it is not possible india will stand united until RSS is n india,"{'neg': 0.0, 'neu': 0.694, 'pos': 0.306, 'compound': 0.6486}"
The only good news I’m hearing after a decade I’m so thrilled to hear about the victory.. wishing them the best and many more victory.. BJP sucks sud not win anywhere.. Modi sorkar sud lost pls peoples open your eyes don’t be or pretend to be blind we need a btr govt for that we need a btr and understanding PM. Let’s support congress ,"{'neg': 0.157, 'neu': 0.495, 'pos': 0.348, 'compound': 0.8957}"
Legends got the secret code ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
"Rahul Gandhi ji is so simple gentleman, living in the heart of people of kannada through Bharat Jodo Yatra ","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Really u r a great and dynamic journalist  secular and without fear  I long salute to u,"{'neg': 0.0, 'neu': 0.377, 'pos': 0.623, 'compound': 0.872}"
Hope the elected party keeps up with the expectations of the people,"{'neg': 0.0, 'neu': 0.417, 'pos': 0.583, 'compound': 0.6808}"
One reason for congress is freebies mentioned in guarantee card! It might be dangerous to progress of nation.,"{'neg': 0.172, 'neu': 0.389, 'pos': 0.439, 'compound': 0.5848}"
I don't understand why operation Lotus has been so normalised and accepted in a democratic country. Is there no one to stand against this.,"{'neg': 0.0, 'neu': 0.811, 'pos': 0.189, 'compound': 0.2732}"
"Congress was always making headlines in the news like paycm ,40% etc","{'neg': 0.0, 'neu': 0.762, 'pos': 0.238, 'compound': 0.3612}"
"This should happen all over the world, not in India only. No election should have religion in main focus because religion is one's belief. No one has a right on any religion. Everywhere local issues should be in focus. No wonder why Sudhir melted tonight at 9","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Sidelining worthy leaders like Yediyurappa has cost this loss,"{'neg': 0.197, 'neu': 0.342, 'pos': 0.462, 'compound': 0.4767}"
I agree with you Akash but you know BJP never makes the same mistake twice while congress will carry forward the karnataka formula in upcoming state elections on the other hand BJP will analyse it's mistakes instantly and change its strategy & allow more local state leadership to flourish all am saying is it took 9 years for congress to understand what it's doing wrong in the elections.,"{'neg': 0.121, 'neu': 0.67, 'pos': 0.208, 'compound': 0.4653}"
united states of south india  supports democracy and work and talk logic/ policy..  ..this is the start of the end of arrogance and hate,"{'neg': 0.291, 'neu': 0.492, 'pos': 0.217, 'compound': -0.4215}"
"People didn't see strong leadership in BJP at local level and they were dependent on MODIs image. They were thinking any idiot can win using MODIs image. but that didn't work. MODI is MODI, no one can beat him. Don't know how new government funds the announced 5 guarantees. Will they able to produce so much of revenue generation? or will they increase tax on working class? or will they do Loans? or will they get any donations? don't know they have not made it clear. But for sure, if these are funded from unethical ways, people will suffer for sure. it's better not to fall prey for these guarantees.","{'neg': 0.206, 'neu': 0.619, 'pos': 0.175, 'compound': -0.5181}"
Middle class people need to think and vote.. else we suffer … no one is caring tax payers…,"{'neg': 0.198, 'neu': 0.621, 'pos': 0.181, 'compound': -0.0772}"
Love your videos to the core. Keep up the good work Sir,"{'neg': 0.0, 'neu': 0.413, 'pos': 0.587, 'compound': 0.7964}"
"I feel,  UP Bihar  should also have educated people like Bangalore and South India , people in North are mostly brainwashed in the name of religion and all, hard to see it","{'neg': 0.074, 'neu': 0.794, 'pos': 0.132, 'compound': 0.2732}"
Hope and wish and call for congress to do a really good work in this tenure. And PLEASE STOP n DON'T DO CORRUPTION.. BE CLEAN N TRANSPARENT,"{'neg': 0.182, 'neu': 0.367, 'pos': 0.452, 'compound': 0.7674}"
Happy for karnataka,"{'neg': 0.0, 'neu': 0.213, 'pos': 0.787, 'compound': 0.5719}"
"That 40% ad and the 40% youtube short from RaGa were awesome .
That ad and its BGM is still running in my head.","{'neg': 0.0, 'neu': 0.728, 'pos': 0.272, 'compound': 0.6249}"
"I am from Karnataka,and i feel  shame for those who voted for  Congress for 5 Facilities .And everyone  knows this will not happen ","{'neg': 0.256, 'neu': 0.744, 'pos': 0.0, 'compound': -0.4767}"
"We r karnataka  people  , proud of our ideology  "" ಸರ್ವ ಜನಾಂಗದ ಶಾಂತಿಯ ತೋಟ"" ️ - ನಮ್ಮ ಕರುನಾಡು(ಕರುಣೆಯಾ ನಾಡು)","{'neg': 0.0, 'neu': 0.807, 'pos': 0.193, 'compound': 0.4767}"
"Many powerful leaders in Karnataka are Hindu but every Muslims and Hindus support them , because Karnataka=no natak","{'neg': 0.0, 'neu': 0.621, 'pos': 0.379, 'compound': 0.6705}"
Hats off Kannadiga from Kerala ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
MODI MAGIC LIKE A BLACK MAGIC REALIZE BY KARNATAKA JANTA,"{'neg': 0.0, 'neu': 0.737, 'pos': 0.263, 'compound': 0.3612}"
As a Gujarati Muslim the hate that BJP is spreading across the nation is pure cruelty and creates divide. I am proud of people of KARNATAKA to support a party based on possibility of progress and welfare of the people. I hope this awakens the rest of the India.,"{'neg': 0.186, 'neu': 0.416, 'pos': 0.399, 'compound': 0.7717}"
"I am from Karnataka and I voted for BJP this time.Though I was not very impressed by BJP this time the BJP MLA candidate in my constituency was better than that of Congress and JDS. Its time for BJP to stop bringing up Hindutva or Religion issues. We people can take care of our religion, political parties should focus on development and progress.","{'neg': 0.054, 'neu': 0.587, 'pos': 0.359, 'compound': 0.91}"
